idx	uid	img_path	fig_num	caption
44	PMC2196023	/imgs/512/147/2196023/PMC2196023_JEM.borges4.png	F4	Partial inhibition of Th1 cell immigration into inflamed skin  by antibodies against <b>PSGL-1</b>. Radiolabeled Th1 cells were injected together with PBS (no Ab) or the same buffer containing 100 g of nonimmune rabbit IgG Fab fragments (Co Fab), 100 g of affinity-purified  anti<b>PSGL-1</b> Fab fragments (<b>PSGL-1</b>), 200 g of mAb RB40 against  mouse P-selectin (P-Sel), 200 g of mAb UZ4 against mouse E-selectin  (E-Sel). Immigration of cells into the noninflamed control skin region of  the same mice is depicted as solid bars. For each determination, four mice  were analyzed. Experiments shown by the left graph were performed  with a different preparation of Th1 cells than the experiments depicted by  the right graph. Numbers on the left refer to the percentage of injected  cells that were found in the analyzed skin area of 2.5 cm2.
45	PMC3581448	/imgs/512/117/3581448/PMC3581448_pone.0057202.g005.png	pone-0057202-g005	Binding curves of neutrophil L-selectin interacting with (s)<b>PSGL-1</b>.Adhesion frequency vs. contact duration plots of neutrophils constitutively expressing native L-selectin interacting with RBCs coated with matched densities of sPSGL-1 (square) or <b>PSGL-1</b> (triangle) at 59 m2 (A) or 25 m2 (B). Control for nonspecific adhesion was measured using RBCs coated with the capture antibody PL2 without incubation with (s)<b>PSGL-1</b>. The differences in the first three data points in (A) between sPSGL-1 and <b>PSGL-1</b> interacting with L-selectin are not significant as assessed by the Student-t test (p=0.32, 0.15, and 0.75).
46	PMC4928054	/imgs/512/165/4928054/PMC4928054_srep28997-f1.png	f1	(A) Circulating levels of anti-dsDNA antibody in WT and <b>Psgl-1</b>/ mice treated with PBS or pristane for 32 weeks (n=8 mice per group). (B) Circulating levels of anti-snRNP antibody in WT and <b>Psgl-1</b>/ mice treated with PBS or pristane for 32 weeks (n=8 mice per group). (C) Urine albumin/creatinine ratios of WT (n=18) and <b>Psgl-1</b>/ mice (n=14) treated with pristane for 32 weeks. *P&lt;0.05. **P&lt;0.01.
47	PMC3081077	/imgs/512/194/3081077/PMC3081077_287fig1.png	f1	EV71 replication in L-<b>PSGL-1</b> cells in the presence of a <b>PSGL-1</b>-specific mAb. L-bsd cells were used as a <b>PSGL-1</b>-negative control.
48	PMC4790886	/imgs/512/139/4790886/PMC4790886_ppat.1005500.g008.png	ppat.1005500.g008	Lack of LytA counteracts <b>PSGL-1</b> deficiency.(A) Phagocytosis of FAM-SE-labeled pneumococcal strains (D39, D39 lytA) using HL-60 cells exposed to IgG isotype control (open bar) or exposed to KPL-1 (striped bar). (B) Example of flow cytometry histograms showing phagocytosis by HL-60 cells exposed to IgG isotype control (red) or KPL-1 (green). Error bars represent the SDs and asterisks indicate statistical significance after incubation with KPL-1 compared to the exposure to IgG isotype control. **P &lt;0.01 for the comparison between D39 vs D39 lytA in HL-60 cells exposed to KPL-1. (C) Bacterial levels recovered at 24 h from BALF and lungs of <b>PSGL-1</b>/ or wild-type mice after pneumonia infection with the pneumococcal D39 lytA mutant. (D). Bacterial levels recovered at 4 h and 24 h from blood of <b>PSGL-1</b>/ or wild-type mice after intraperitoneal infection with the pneumococcal D39 lytA strain.
49	PMC3723564	/imgs/512/279/3723564/PMC3723564_ppat.1003511.g001.png	ppat-1003511-g001	Co-precipitation analysis of EV71 mutants with soluble <b>PSGL-1</b>-Fc.(A) Scheme of EV71 constructs with amino acid substitutions at VP1-98 and VP1-145. The original strains, which have the indicated amino acids at VP1-98 and VP1-145, are indicated in parentheses. (B, C) The co-precipitation of EV71 and <b>PSGL-1</b>-Fc was detected by western blotting using anti-VP1 mAb and an anti-Fc antibody. EV71-PB (C7-Osaka, 1095, 75-Yamagata) and EV71-non-PB (Nagoya and 02363) isolates (not derived from cDNA) were used as positive and negative controls for binding to <b>PSGL-1</b>-Fc, respectively. The data are representative of three independent experiments. (B) EV71 strains of genogroup B. (C) EV71 strains of genogroup C.
50	PMC4790886	/imgs/512/139/4790886/PMC4790886_ppat.1005500.g006.png	ppat.1005500.g006	Impact of <b>PSGL-1</b> deficiency in the inflammatory response after pneumococcal infection.Cytokine levels (pg/ml) in wild-type mice (black bars) and <b>PSGL-1</b>/ mice (open bars) at 24 h after intranasal inoculation of S. pneumoniae D39 strain. (A) Cytokines determined in BALF. (B) Cytokines measured in sera. Error bars represent the SDs and asterisks indicate statistical significance of cytokine levels of <b>PSGL-1</b>/ mice compared to wild-type mice.
51	PMC3723564	/imgs/512/279/3723564/PMC3723564_ppat.1003511.g006.png	ppat-1003511-g006	The evolution of EV71-PB and EV71-non-PB. The amino acids at VP1-145 and their codons are shown. The numbers above or below the codons indicate their frequency in GenBank. EV71 with VP1-145G or VP1-145Q are the <b>PSGL-1</b>-binding (PB) phenotype and the minor populations in GenBank (red round rectangles). EV71 with VP1-145E is the <b>PSGL-1</b>-nonbinding (non-PB) phenotype and the major population in GenBank (blue round rectangles). The phenotypic change between <b>PSGL-1</b>-binding and <b>PSGL-1</b>-nonbinding can occur easily, because only one nucleotide substitution changes amino acid (white arrows). The amino acid change between G and Q would not occur easily, as their codons have two nucleotide differences. Neither GGC nor GGU was found to encode VP1-145G in GenBank.
52	PMC3581448	/imgs/512/117/3581448/PMC3581448_pone.0057202.g002.png	pone-0057202-g002	Binding curves of two forms of recombinant E-selectin interacting with (s)<b>PSGL-1</b>.Adhesion frequency vs. contact duration plots of RBCs coated with sE-selectin at site density of 126 m2 (A) or 46 m2 (B) or E-selectin-Ig at site density of 124 m2 (C) interacting with RBCs coated with sPSGL-1 (square) or <b>PSGL-1</b> (triangle) at matched densities. Control for nonspecific adhesion was measured using 6 mM EDTA to inhibit binding between sE-selectin and sPSGL-1 (A and B, cross). The different adhesion frequency levels of sE-selectin<b>PSGL-1</b> (A) and E-selectin-IgsPSGL-1 (C) interactions may result from the differences in how the recombinant proteins were made, how sE-selectin and E-selectin-Ig were coated on RBCs, and how their site densities were measured.
53	PMC5399174	/imgs/512/110/5399174/PMC5399174_oncsis20156f4.png	fig4	Transcriptional regulation of <b>PSGL-1</b> expression in Kasumi-1 cells. (a) Expression levels of <b>PSGL-1</b> mRNA in Kasumi-1 cells transduced with control and N89 peptides as assessed via quantitative PCR. (b) In silico analysis shows RUNX1 recognition motifs in various regions of the <b>PSGL-1</b> gene sequences and the presence of SP1 and ETS transcription factor recognition motifs at the <b>PSGL-1</b> promoter region. (b, top) Alignment of the RUNX1 recognition motif (TGT/c GGT) with the promoter sequences of the <b>PSGL-1</b> gene. (c) ChIP-sequencing data, which show RUNX1 and RE interaction with the promoter region of <b>PSGL-1</b>. SiRNA-mediated downregulation of RE facilitated RNA POLII-binding and H3K9ac marks at the upstream region of the <b>PSGL-1</b> gene. (d) Interaction of RE with the predicted RUNX1-binding clusters of the <b>PSGL-1</b> gene as analyzed via quantitative PCR, which amplified the ChIP DNA obtained against the RE-binding region. (e) H3K27me3 modification of the <b>PSGL-1</b> promoter region examined via ChIP analysis. The promoter region of GAPDH was used as negative control and the heterochromatin region of chromosome 18 (hetero chr 18) as positive control. Data shown as the means.e.m. *P&lt;0.05, ***P&lt;0.001.
54	PMC2174952	/imgs/512/329/2174952/PMC2174952_1471-2148-7-166-4.png	F4	Rolling of CHO cells expressing human, bovine, pig, rat or equine <b>PSGL-1</b> on L- or P-selectin. (A) CHO-<b>PSGL-1</b> cells were perfused under constant shear stress (1.5 dynes/cm2) on recombinant human P-selectin or at 1.0 dyne/cm2 on human L-selectin/ chimera adsorbed on a coverslip, precoated with goat anti-human IgM antibody, and bound to the bottom of the flow chamber. Cell recruitment was analyzed by videomicroscopy at 45 min of perfusion. Results represent the mean  SEM of 35 experiments (***, P &lt; 0.001; NR: no rolling). (B) Impact of sulfation on <b>PSGL-1</b>-dependent rolling. Control (black columns) and desulfated CHO cells (white columns) were pretreated with proteinase K. Desulfated cells were cultured for 72 h in MEM medium containing 60 mM sodium chlorate and exposed for 60 min to arylsulfatase. Results are expressed as mean percentage of rolling cells  SEM of 3 experiments (***, P &lt; 0.001). (C) Amino acid sequence alignments of mammalian homologues of P- and L-selectin lectin domains. Homologues of human residues [16, 18] interacting with sulfated Tyr-48 or -51 are respectively indicated by asterisks or arrowheads. The percentages of identity between aligned sequences are grey shaded (dark grey: &gt; 80%, grey: &gt; 60% and light grey: &gt; 40%).
55	PMC3012171	/imgs/512/260/3012171/PMC3012171_zdb0011164330004.png	F4	A: Metabolic characteristics of WT mice and <b>PSGL-1</b>/ (KO) mice fed HFD from 7 to 17 weeks old. Body composition and food intake in WT mice () and <b>PSGL-1</b>/ mice () fed HFD (n = 7 [WT-HF]; n = 8 [KO-HF]) is shown. B: Metabolic parameters of WT mice () and <b>PSGL-1</b>/ mice () fed HFD (n = 7 [WT-HF]; n = 8 [KO-HF]). C: Blood glucose level (upper panel) and plasma insulin levels (lower panel) during the glucose tolerance test (1.2 g/kg body mass) (n = 9 [WT-HF], ; n = 8 [KO-HF], ). D: Blood glucose level during the insulin tolerance test (0.7 units/kg body mass) (n = 9 [WT-HF], ; n = 8 [KO-HF], ). Data are means  SE. *P &lt; 0.05 vs. WT-HFD, **P &lt; 0.005 vs. WT-HFD. E: Equal amounts of protein in total lysates of liver and muscle were immunoblotted with antiphospho-Akt (pAkt) and anti-Akt antibodies. The relative ratio of Akt phosphorylation was calculated after normalization with the Akt signal (n = 5 [WT-HF], ; n = 5 [KO-HF], ). Data are means  SE. *P &lt; 0.05 vs. WT-HFD. FFA, free fatty acid.
56	PMC5072147	/imgs/512/299/5072147/PMC5072147_cww053f02.png	cww053F2	Characterization of IL-1-induced <b>PSGL-1</b> cell surface levels on human monocytes. (A) Human mononuclear cells were isolated from healthy donors (n=2) and incubated with anti-CD14-FITC to identify the monocyte population by flow cytometry (region R1). (B) CD14+ monocytes incubated with isotype control IgG-PE to reveal background fluorescence. (C) Scatter graph revealing the percentage of resting CD14+ monocytes displaying <b>PSGL-1</b> (region R2). (D) Representative histogram of CD14+ monocytes and mean fluorescence intensity of <b>PSGL-1</b> levels (anti-<b>PSGL-1</b>-PE). hPBMCs were either treated with media alone (white bar), 10 ng/mL recombinant human IL-1 (gray bar), or 100 ng/mL IL-1 (black bar) for 048 hr. Cells were harvested and co-stained with PE CD162, FITC CD14 and isotype matched controls. (E) Percentage of CD14+ monocytes displaying <b>PSGL-1</b>. (F) Mean fluorescent intensity (MFI) of cell surface <b>PSGL-1</b> levels on monocytes. Data represent meanSEM. This figure is available in black and white in print and in color at Glycobiology online.
57	PMC2193129	/imgs/512/60/2193129/PMC2193129_JEM991708.f3.png	F3	Comparison of expression levels of <b>PSGL-1</b> on leukocytes and platelets from normal subjects and patients with chronic ITP. Leukocytes and platelets were lysed, and proteins were separated on 6% SDS gel, transferred, and blotted with KPL-1. A depicts a Western blot from a normal donor, and B shows a patient with chronic ITP. Lanes 1 and 5 were from 2  106 leukocytes, lanes 2 and 6 were from 2  104 leukocytes, lanes 3 and 4 were from 108 and 109 platelets, respectively, and lane 7 was from 2.5  108 platelets. The level of expression of <b>PSGL-1</b> from ITP platelets appears higher than that of normal volunteer platelets.
58	PMC2173624	/imgs/512/204/2173624/PMC2173624_200310079f2.png	fig2	Mouse peritoneal macrophages express P-selectin. Flow cytometry was performed on peritoneal cells freshly isolated from wild-type and P-selectin  mice. (A) Peritoneal leukocytes were labeled with a rat monoclonal antiP-selectin antibody or with an isotype-matched rat IgG. Cells from wild-type mice labeled with antiP-selectin antibody (shaded), cells from P-selectin  mice labeled with antiP-selectin antibody (thin line); cells from wild-type mice labeled with isotype-matched rat IgG (thick line), cells from P-selectin  mice labeled with isotype-matched IgG (dashed line). (B) Peritoneal leukocytes were labeled simultaneously with FITC-conjugated rat monoclonal antiP-selectin antibodies and with either PE-conjugated rat anti-F4/80 antibodies or PE-conjugated rat anti-CD2 antibodies. (C) Peritoneal cells labeled with FITC-conjugated antiP-selectin antibodies and separated on a cell sorter according to P-selectin expression were stained with Wright-Giemsa stain and visualized by light microscopy. Left, unfractionated cells; center, P-selectinpositive cells; right, P-selectinnegative cells. (D) Proteins in the lysate from platelets (108) and peritoneal leukocytes (4  106) were separated by electrophoresis on 7% SDS-gels under reducing conditions and the proteins transferred to a PVDF membrane. P-Selectin was detected using rabbit antibodies to the cytoplasmic tail of P-selectin and HRP-conjugated goat antirabbit IgG. WT, wild-type mice; P/, P-selectin  mice; <b>PSGL-1</b>/, <b>PSGL-1</b>  mice; hP, purified human P-selectin (0.1 g); WEHI, lysate from 4  106 WEHI cells; Pl, platelet lysate; Le, peritoneal leukocyte lysate. (E) Total mRNA was isolated from peritoneal leukocytes of wild-type (WT) or P-selectin  (P/) mice, the mRNA species separated by gel electrophoresis and transferred to a PVDF membrane. The P-selectin band was detected using radiolabeled probe complementary to exon 3 of mouse P-selectin. (F) Peritoneal leukocytes were labeled simultaneously with FITC-conjugated rat monoclonal antiP-selectin antibodies and with PE-conjugated rat antiL-selectin antibodies, PE-conjugated anti<b>PSGL-1</b> antibodies, PE-conjugated anti-Mac1 antibodies or PE-conjugated rat antiVLA-4 antibodies.
59	PMC3553414	/imgs/512/153/3553414/PMC3553414_11095_2012_875_Fig2_HTML.png	Fig2	The influence of <b>PSGL1</b> addition on the physicochemical and biological activity of liposomes. (a) Dynamic light scattering analysis of the size and polydispersity of liposomes or modified liposomes. (b) Ability of Fc-control or <b>PSGL1</b> liposomes to adhere to E-selectin coated plates, as measured by detection of luminescence in wells after incubation with luciferin loaded liposomes, washing, rupture of liposomes and luciferase enzyme addition. N=3, SD shown, significance (p&lt;0.05) calculated by ANOVA. (c) Ability of liposomes to adhere to / deliver luciferin to HUVECs expressing the luciferase enzyme, as assayed after incubation with luciferin loaded liposomes, washing, and multiple subsequent luminescence measurements. Black line and diamonds = unmodified liposomes, blue line and squares = Fc control liposomes, red line and triangles = <b>PSGL1</b> liposomes. N=4, standard error (se) shown, significance (p&lt;0.001) calculated by ANOVA with Tukey post test all samples comparison using PRISM.
60	PMC5399174	/imgs/512/110/5399174/PMC5399174_oncsis20156f2.png	fig2	Regulation of <b>PSGL-1</b> expression in enriched hematopoietic progenitor cells. Expression of <b>PSGL-1</b> in (a) human primary hematopoietic CD34+ progenitor cells, (b) lin mBM cells and (c) FDCP-mix cells as analyzed via flow cytometry on day 4 post transduction. (d) <b>PSGL-1</b> levels of RE- and REtr-expressing lin mBM cells on day 4 post transduction. (e) After transduction different levels of eGFP expression in FDCP-mix cells were gated as population 1, 2 and 3. <b>PSGL-1</b> expression levels were measured for the corresponding gated cells. The data show representative results obtained out of three experiments. (f) A representative histogram of <b>PSGL-1</b> expression in a DNA-binding defective mutant form of REtr(L148D)-transduced cells. *P&lt;0.05. n=3.
61	PMC2193129	/imgs/512/60/2193129/PMC2193129_JEM991708.f4.png	F4	Flow cytometry of unstimulated and thrombin-activated platelets. Platelets were fixed in 0.5% formaldehyde as either not actively stimulated or thrombin-stimulated (0.2 U/ml) platelets. (A) Human platelets were double stained with antiP-selectin, anti<b>PSGL-1</b>, anti-CD11b, or anti-CD14 and with anti-IIb3. (B) Mouse platelets were double stained with anti-IIb3 and antiP-selectin, or anti<b>PSGL-1</b> or anti-CD14. The data are expressed as relative fluorescence intensity, which means that the nonspecific binding signal of the secondary antibody was subtracted from the specific signal obtained with first and second antibody. n = 3, different healthy individuals or mice; *P &lt; 0.05; **P &lt; 0.01 compared with unstimulated.
62	PMC3849276	/imgs/512/77/3849276/PMC3849276_pone.0081807.g006.png	pone-0081807-g006	Model for <b>PSGL-1</b>mediated signaling.A model of the signal transduction pathway induced by <b>PSGL-1</b>, which involves lipid rafts, Syk-Vav1 complex and other kinases. This signaling cascade leads to LFA-1integrin clustering that enables HL-60 cell adhere on ICAM-1.
63	PMC5072147	/imgs/512/299/5072147/PMC5072147_cww053f08.png	cww053F8	Compounds 1 (panels A &amp; B), 2 (panels C &amp; D) and 3 (panels E &amp; F) inhibit IL-1-induced <b>PSGL-1</b> cell surface levels on human monocytes, and potentiate basal <b>PSGL-1</b> presentation. Human monocytes were isolated from healthy donors (1: n=9; 2: n=7; 3: n=9) and incubated in the presence (black bar) or absence (white bar) of 10 ng/mL recombinant human IL-1 for 72 h. Cells were harvested and co-stained with PE CD162, FITC CD14 and isotype-matched controls. Concentration-response curves in panels A, C and E show <b>PSGL-1</b> levels in %, relative to maximal <b>PSGL-1</b> levels (***P&lt;0.0001, one-way ANOVA; 1: n=9; 2: n=7; 3: n=9), upon stimulation with 10 ng/mL IL-1 and incubation with inhibitor for 72 h (A: 1; C: 2; E: 3). IC50 values extracted from concentration-response curves in panels A, C and E are 174 M (for compound 1), 77 M (for compound 2) and 343 M (for compound 3). Concentration-response curves in panels B, D and F show <b>PSGL-1</b> levels in %, relative to unstimulated control values (media alone), following treatment with inhibitor for 72 h (B: 1; D: 2; F: 3). Data for compound 1 represent meanSEM from 11 independent experiments using monocytes isolated from 9 human donors. Data for compound 2 represent meanSEM from 7 independent experiments using monocytes isolated from 7 human donors. Data for compound 3 represent meanSEM from 9 independent experiments using monocytes isolated from 9 human donors.
64	PMC2195714	/imgs/512/239/2195714/PMC2195714_JEM990987.f5.png	F5	Neutrophil migration in thioglycollate-induced peritonitis. <b>PSGL-1</b>deficient mice with matched controls and P-selectindeficient mice with matched controls were studied in parallel. Absolute neutrophil counts in the peritoneal exudate were determined at the indicated times after induction of experimental peritonitis with thioglycollate. An expanded comparison at 2 h is presented in the inset. (A) <b>PSGL-1</b>/ mice (, and [inset] black bars) and matched wild-type control mice (, and [inset] white bars). (B) P-selectin/ mice (, and [inset] black bars) and matched wild-type control mice (, and [inset] white bars). Each data point represents the average of the results of 810 mice. Data are presented as mean  SEM. Differences were statistically significant (*P &lt; 0.001; #P = 0.002) compared with respective wild-type controls.
65	PMC2585848	/imgs/512/200/2585848/PMC2585848_jem2052873f04.png	fig4	A novel population of CD4 T cells marked by <b>PSGL-1</b> down-regulation requires both ICOS and B cells for their development. (A) B220 TCR+ CD4+ T cells from B6 and MRLlpr mice were stained with anti-<b>PSGL-1</b> and a P-selectinIg fusion protein to detect P-lig. (B and C) TCR+ B220 T cells were gated on CD4 or CD8, and CD4+ cells were separated according to CD44 expression, as indicated, and the expression of <b>PSGL-1</b> and CD62L was determined on these populations. (D) Expression of <b>PSGL-1</b> and CD62L on CD4+ B220 T cells from Icos+/+ and Icos/ mice was determined by FACS. Percentages are shown. (E) The percentages of CD4 T cells that had down-regulated <b>PSGL-1</b> at 9 and 16 wk of age are shown (n = 47). (F) The percentage of <b>PSGL-1</b>lo T cells in 25-wk-old B celldeficient JH/ MRLlpr mice was compared with age-matched JH+/+ controls (n = 3). AD show representative data from a minimum of five animals. Data in E and F are expressed as means  SEM. *, P  0.05 compared with age-matched controls using the Student's t test.
66	PMC2585848	/imgs/512/200/2585848/PMC2585848_jem2052873f09.png	fig9	<b>PSGL-1</b>lo extrafollicular T cells occur in other autoimmune models. (A) The percentage of CD44hi <b>PSGL-1</b>lo cells within the CD4 T cell compartment of RIP-LT and NZB/W F1 mice. 610 mice at varying ages were analyzed, and representative plots of the indicated ages are shown. (B and C) Expression of CXCR5 and CXCR4 on <b>PSGL-1</b>lo cells from 24-wk-old RIP-LT (B) and 46-wk-old NZB/W F1 (C) mice. Continuous lines indicate <b>PSGL-1</b>lo effectors, gray-shaded histograms indicate CD44lo CD62Lhi naive CD4 T cells, and dotted lines indicate B cells. An MRLlpr control was stained concomitantly with the RIP-LT group; profiles may also be compared with Fig. 5. Gate frequencies above background are shown. (D) Plots of CXCR5 and CXCR4 expression on effector subsets separated by CD62L and <b>PSGL-1</b> expression. *, P &lt; 0.05 compared with <b>PSGL-1</b>hi effector subsets using the Student's t test. (E and F) The number of cells per millimeter squared in each site in RIP-LT (E) and NZB/W F1 (F) spleens were determined from immunofluorescence micrographs as in Fig. 7. 100300 cells across multiple sections were counted per mouse (n = 46 mice per group). *, P &lt; 0.05 compared with the T cell zone using the Student's t test. EF, extrafollicular focus; TZ, T cell zone.
67	PMC5399174	/imgs/512/110/5399174/PMC5399174_oncsis20156f3.png	fig3	Effect of RE inhibition on <b>PSGL-1</b> expression in Kasumi-1 cells. (a) Histogram and percentage of positive cells displaying cell surface <b>PSGL-1</b> expression analyzed via flow cytometry in Kasumi-1 cells transduced with scramble control (scr) and shRNA against the breakpoint region of RE (shRE). (b) Cell surface levels of <b>PSGL-1</b> expression over time after shRE transduction in Kasumi-1 cells. (c, d) Cell surface expression levels of <b>PSGL-1</b> in Kasumi-1 cells transduced with lentiviral vectors expressing control peptides (CP), N89 peptides and eGFP as marker. Data shown as the means.e.m. ***P&lt;0.001. n=3.
68	PMC2195714	/imgs/512/239/2195714/PMC2195714_JEM990987.f1a.png	F1	Disruption of the <b>PSGL-1</b> gene in mice: targeting vector and Southern blot analysis. (A) Partial restriction maps of the <b>PSGL-1</b> gene and the targeting vector KO.pNT. Restriction enzyme sites are marked as follows: E, EcoRI; H, HindIII; B, BamHI; S, SmaI; N, NotI. Probes used for Southern analyses (AD, Neo), primers used for generating the vector (P1P4), and the repeat elements are indicated. (B) Southern blot analyses of ES clones. Genomic DNA from two clones, W19 and W34, were digested with HindIII. After gel electrophoresis, DNA was transferred to the membrane and hybridized with probe C. The blot was stripped and reprobed with probe Neo. The targeted band (KO) and the wild-type band (WT) are indicated. (C) Southern blot analyses of DNA isolated from F1 and F2 generations. Genomic DNA from tail biopsies was digested with EcoRI. The fragments were separated by gel electrophoresis, transferred to a membrane, and hybridized with probe A. The bands corresponding to the targeted allele (KO) and the wild-type allele (WT) are indicated.
69	PMC2195714	/imgs/512/239/2195714/PMC2195714_JEM990987.f1bc.png	F1	Disruption of the <b>PSGL-1</b> gene in mice: targeting vector and Southern blot analysis. (A) Partial restriction maps of the <b>PSGL-1</b> gene and the targeting vector KO.pNT. Restriction enzyme sites are marked as follows: E, EcoRI; H, HindIII; B, BamHI; S, SmaI; N, NotI. Probes used for Southern analyses (AD, Neo), primers used for generating the vector (P1P4), and the repeat elements are indicated. (B) Southern blot analyses of ES clones. Genomic DNA from two clones, W19 and W34, were digested with HindIII. After gel electrophoresis, DNA was transferred to the membrane and hybridized with probe C. The blot was stripped and reprobed with probe Neo. The targeted band (KO) and the wild-type band (WT) are indicated. (C) Southern blot analyses of DNA isolated from F1 and F2 generations. Genomic DNA from tail biopsies was digested with EcoRI. The fragments were separated by gel electrophoresis, transferred to a membrane, and hybridized with probe A. The bands corresponding to the targeted allele (KO) and the wild-type allele (WT) are indicated.
70	PMC4742742	/imgs/512/115/4742742/PMC4742742_zbc0061635820007.png	F7	Efb inhibits P-selectin-<b>PSGL-1</b> interaction.A, P-selectin-Fc (106 kDa) and <b>PSGL-1</b>-Fc (52 kDa) were mixed in PBS + 1 mm CaCl2 at a final concentration of 2 g/ml and <b>PSGL-1</b> was immunoprecipitated (IP) using 10 g/ml anti-<b>PSGL-1</b> antibody. Tot., total. B and C, whole platelet lysates were immunoprecipitated using anti-<b>PSGL-1</b> (B) or anti-P-selectin antibodies (C). Where indicated 5 m Efb or Efb-N was added (equivalent to 45 and 90 g/ml, respectively). In all cases, the immunoprecipitates were immunoblotted for P-selectin and <b>PSGL-1</b>. Immunoblots shown in this figure are representative of three independent experiments. The right panels represent the densitometric analysis of the immunoblots. Three independent experiments were analyzed with ImageJ for band mean intensity (minus background intensity), which is shown as average  S.E. (arbitrary units). Statistical significance was assessed by one-way ANOVA with Bonferroni post test (*, p &lt; 0.05, n = 3).
71	PMC5399174	/imgs/512/110/5399174/PMC5399174_oncsis20156f1.png	fig1	Expression levels of <b>PSGL-1</b> in t(8;21)+ leukemic cells. (a) Cell surface expression patterns of adhesion molecules in Kasumi-1 cells and human hematopoietic CD34+ cells as assessed via flow cytometry (n=3). (b) Histogram of cell surface expression levels of <b>PSGL-1</b> in t(8;21)+ Kasumi-1 cells and healthy donor-derived human CD34+ cells as analyzed via flow cytometry. (c) Expression levels of <b>PSGL-1</b> mRNA in patient-derived primary leukemic cells based on microarray data analysis.32 (d) <b>PSGL-1</b> mRNA expression in patient-derived primary leukemic cells categorized by karyotypes. Data are shown as the means.e.m.
72	PMC2194084	/imgs/512/213/2194084/PMC2194084_20020691f1a.png	fig1	IL-12 regulates activation-induced T cell migration to the intestine. Naive CD4+ KJ1.26+ T cells were transferred to BALB/c mice given control mAb (C mAb) or antiIL-12 mAb. After 24 h, the mice were challenged with i.p. PBS/CFA or OVA323339/CFA. The mice were killed and analyzed on 3 or 7 d after Ag challenge. (A) Cells from spleen, MLN, LP, and PP were isolated 7 d after Ag challenge and stained with KJ126.1PE, antiCD4 mAb-FITC, and antiThy-1 APC (for gating). Numbers shown in top right quadrants indicate the percentages of CD4+ KJ126.1+ cells out of total CD4+ T cells in each compartment. (B) Yields (mean  SEM) of the transferred CD4+ KJ1.26+ cells recovered in SP, MLN, PP, and LP from each indicated group (n = 3/group) at 7 d are shown. (C) Comparison of percentage changes by antiIL-12 mAb of CD4+ KJ126.1+ cell yield (mean  SEM) relative to Ag-challenged, control mAb-treated controls at 7 d. (D) 47 and functional <b>PSGL-1</b> expression on DO11.10 cells. Cells were isolated from MLN of adoptive transferred mice 3 d after Ag challenge and stained with anti-47 and P-selectinIg (Materials and Methods). Cells were gated on the basis of CD4 and KJ126.1 staining. (E) P-SelectinIg binding (darker line) on SP, PP, and LP 7 d after Ag challenge, showing that functional <b>PSGL-1</b>+ CD4+ KJ126.1+ cells were preferentially recruited to the intestine. Levels of staining for the chimeric control are shown as dotted lines (identical to results of P-selectinIg in the presence of EDTA). Indicated is the percentage of functional <b>PSGL-1</b>+ cells above background. Data are representative of three independent experiments with similar results. *, P &lt; 0.04.
73	PMC2194084	/imgs/512/213/2194084/PMC2194084_20020691f1b.png	fig1	IL-12 regulates activation-induced T cell migration to the intestine. Naive CD4+ KJ1.26+ T cells were transferred to BALB/c mice given control mAb (C mAb) or antiIL-12 mAb. After 24 h, the mice were challenged with i.p. PBS/CFA or OVA323339/CFA. The mice were killed and analyzed on 3 or 7 d after Ag challenge. (A) Cells from spleen, MLN, LP, and PP were isolated 7 d after Ag challenge and stained with KJ126.1PE, antiCD4 mAb-FITC, and antiThy-1 APC (for gating). Numbers shown in top right quadrants indicate the percentages of CD4+ KJ126.1+ cells out of total CD4+ T cells in each compartment. (B) Yields (mean  SEM) of the transferred CD4+ KJ1.26+ cells recovered in SP, MLN, PP, and LP from each indicated group (n = 3/group) at 7 d are shown. (C) Comparison of percentage changes by antiIL-12 mAb of CD4+ KJ126.1+ cell yield (mean  SEM) relative to Ag-challenged, control mAb-treated controls at 7 d. (D) 47 and functional <b>PSGL-1</b> expression on DO11.10 cells. Cells were isolated from MLN of adoptive transferred mice 3 d after Ag challenge and stained with anti-47 and P-selectinIg (Materials and Methods). Cells were gated on the basis of CD4 and KJ126.1 staining. (E) P-SelectinIg binding (darker line) on SP, PP, and LP 7 d after Ag challenge, showing that functional <b>PSGL-1</b>+ CD4+ KJ126.1+ cells were preferentially recruited to the intestine. Levels of staining for the chimeric control are shown as dotted lines (identical to results of P-selectinIg in the presence of EDTA). Indicated is the percentage of functional <b>PSGL-1</b>+ cells above background. Data are representative of three independent experiments with similar results. *, P &lt; 0.04.
